Driver,Tomaz Nunes
Vehicle,mx5 mx52016
Venue,charlotte 2018 2019 roval
Session,Practice
Session Date,02/08/2025
Session Time,13:07:56
Sample Rate,360,Hz
Session Duration,4.25,s

AirTemp,AirDensity,LapBestNLapLap,LFwearL,Alt,MemSoftPageFaultSec,LFtempM,LFpressure,RFodometer,AirPressure,Brake,Clutch,BrakeABSactive,TrackTempCrew,BrakeABScutPct,BrakeRaw,ClutchRaw,LFwearR,CarDistAhead,LRTiresAvailable,CarDistBehind,PlayerTrackSurfaceMaterial,ChanAvgLatency,RRTiresAvailable,LRTiresUsed,RearTireSetsAvailable,ChanClockSkew,CpuUsageFG,ChanLatency,LapDist,LapDeltaToSessionBestLap,ChanPartnerQuality,SteeringWheelAngleMax,LRcoldPressure,ChanQuality,SteeringWheelLimiter,LFtempL,LapDeltaToBestLap_OK,CpuUsageBG,LFTiresUsed,IsOnTrack,LRtempR,FastRepairAvailable,P2P_Count,DriverMarker,IsOnTrackCar,Engine0_RPM,dpFuelAddKg,LapBestNLapTime,EngineWarnings,EnterExitReset,FastRepairUsed,FogLevel,LFbrakeLinePress,FrameRate,LFtempCL,SessionFlags,FrontTireSetsAvailable,Gear,LFshockDefl,FrontTireSetsUsed,FuelLevel,LRpressure,RFcoldPressure,FuelLevelPct,RRcoldPressure,LFtempCR,FuelPress,FuelUsePerHour,GpuUsage,HandbrakeRaw,LRtempCM,LFTiresAvailable,LFcoldPressure,RFtempCR,ManualBoost,LFodometer,LFrideHeight,LFshockVel,LFspeed,LFtempCM,LFtempR,RightTireSetsUsed,LFwearM,LRbrakeLinePress,dpLRTireColdPress,RRpressure,LRodometer,LRrideHeight,YawRate,LRshockDefl,LRshockVel,LRspeed,LRtempCL,LRtempCR,TrackWetness,LRtempL,LapDeltaToBestLap,LRtempM,LRwearL,LRwearM,SteeringWheelPctTorque,LRwearR,Lap,TireRR_RumblePitch,LapBestLap,LapBestLapTime,PitOptRepairLeft,LapCompleted,LapCurrentLapTime,LapDeltaToSessionBestLap_OK,LapDeltaToBestLap_DD,LapDeltaToOptimalLap,LapDeltaToOptimalLap_DD,LapDeltaToOptimalLap_OK,LapDeltaToSessionBestLap_DD,WaterLevel,LapDeltaToSessionLastlLap,LapDeltaToSessionLastlLap_DD,Voltage,LapDeltaToSessionLastlLap_OK,LapDeltaToSessionOptimalLap,dpFuelAutoFillActive,PlayerCarPosition,PlayerCarClassPosition,PitSvRFP,LapDeltaToSessionOptimalLap_DD,LapDeltaToSessionOptimalLap_OK,LapDistPct,SteeringWheelPctTorqueSignStops,RRshockVel,LapLasNLapSeq,LapLastLapTime,LapLastNLapTime,Roll,Lat,LatAccel,LeftTireSetsAvailable,RRtempM,LeftTireSetsUsed,SessionTime,PitRepairLeft,Lon,PlayerCarMyIncidentCount,LongAccel,ManifoldPress,ManualNoBoost,dpRRTireColdPress,MemPageFaultSec,OilLevel,OilPress,OilTemp,dcTriggerWindshieldWipers,SessionTimeOfDay,OnPitRoad,ShiftGrindRPM,P2P_Status,SteeringWheelUseLinear,PaceMode,PitSvFlags,PitSvLRP,PitSvFuel,PitSvLFP,RightTireSetsAvailable,PitSvRRP,PitSvTireCompound,Pitch,dpRRTireChange,PitchRate,PitsOpen,PlayerCarTeamIncidentCount,PitstopActive,PlayerCarClass,TireSetsAvailable,PlayerCarDriverIncidentCount,PlayerCarDryTireSetLimit,PlayerCarIdx,PlayerCarPowerAdjust,PlayerCarInPitStall,RFshockDefl,PlayerCarPitSvStatus,PlayerCarTowTime,PlayerCarWeightPenalty,PlayerFastRepairsUsed,SteeringWheelPctTorqueSign,PlayerIncidents,PlayerTireCompound,dpFastRepair,PlayerTrackSurface,RFwearR,Precipitation,PushToPass,PushToTalk,RFTiresAvailable,RFTiresUsed,RFbrakeLinePress,RFpressure,RFrideHeight,RFshockVel,RFspeed,RFtempCL,RFtempCM,RFtempL,RFtempM,RFtempR,RFwearL,RFwearM,RPM,RRTiresUsed,RRbrakeLinePress,RRodometer,RRrideHeight,RRshockDefl,RRspeed,RRtempCL,RRtempCM,WindVel,RRtempCR,RRtempL,RRtempR,RRwearL,dpLRTireChange,RRwearM,RRwearR,RearTireSetsUsed,RelativeHumidity,RollRate,dpFuelFill,SteeringWheelAngle,SessionJokerLapsRemain,SessionLapsRemain,SessionLapsRemainEx,SessionLapsTotal,SessionNum,SessionOnJokerLap,SessionState,SessionTick,SessionTimeRemain,SessionTimeTotal,SessionUniqueID,ShiftIndicatorPct,ShiftPowerPct,Shifter,Skies,SolarAltitude,SolarAzimuth,Speed,SteeringWheelMaxForceNm,SteeringWheelPctDamper,SteeringWheelPctIntensity,SteeringWheelPctSmoothing,SteeringWheelTorque,SteeringWheelTorque_ST,Throttle,ThrottleRaw,TireLF_RumblePitch,TireLR_RumblePitch,TireRF_RumblePitch,TireSetsUsed,TrackTemp,VelocityX,VelocityY,VelocityZ,VertAccel,WaterTemp,WeatherDeclaredWet,WindDir,Yaw,YawNorth,dcPitSpeedLimiterToggle,dcStarter,dcToggleWindshieldWipers,dpFuelAutoFillEnabled,dpLFTireChange,dpLFTireColdPress,dpRFTireChange,dpRFTireColdPress,dpWindshieldTearoff
30.8323,1.14425,0,99.3127,206.248,0,36.6779,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.186489,1,1,1,0,50.8716,0.2,242.789,0,100,17.2786,206.843,99.8439,0,36.6675,0,16.2,1,1,36.6725,0,0,0,1,1119.66,44.9867,0,16,1,0,0,96.2268,72.0934,42.9419,268697600,1,0,0.138706,1,23.8136,206.843,206.843,52.9349,206.843,44.0932,4,2.85274,82.0901,0,45.8949,1,206.843,38.5048,0,0,0.116725,5.1451e-06,1.40636e-05,43.4166,36.6784,1,99.3006,50.8689,206.843,206.843,0,0.121458,5.27117e-06,0.143411,2.75917e-06,4.88712e-06,43.4596,46.5959,1,36.6697,0,36.6725,99.1916,98.773,13.6914,98.7563,2,0,-1,-1,0,1,237.746,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-4.51834,9.76922e-06,0,-1,0,0.0129168,35.3507252589295,0.0129205,1,36.6733,1,1079.00829671179,0,-80.6852869704116,6,0.00932569,0.37885,0,206.843,0,6.4,3.0615,77.0574,0,44278.5,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.00996042,0,6.24862e-07,1,6,0,74,1,6,0,0,0,1,0.139772,0,0,0,0,-13.6914,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115832,8.48742e-06,7.28197e-06,41.2626,38.9742,36.6784,36.6784,36.672,99.7083,99.9531,1119.66,1,50.8689,0,0.116115,0.151019,5.74464e-06,44.7811,42.5195,0.828634,38.8502,36.6733,36.6708,99.1525,0,99.3217,99.9278,1,32.7054,3.62327e-06,0,0.0710373,0,32767,32767,32767,0,0,4,41275,2521.00836995488,3600,1,100,0,0,2,1.16097,2.3261,5.4435e-05,18.4382,0,50,0,-2.52444,-2.52467,0,0,0,0,0,1,45,-2.6191e-05,1.43978e-07,-5.37196e-06,0.999878,77.0232,0,4.75679,0.00314477,3.4187,0,0,0,0,0,206.843,0,206.843,0
30.8323,1.14425,0,99.3127,206.248,0,36.6778,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.186501,1,1,1,0,50.873,0.2,242.789,0,100,17.2786,206.843,99.8808,0,36.6674,0,16.2,1,1,36.6724,0,0,0,1,1118.68,44.9867,0,16,1,0,0,96.2268,72.084,42.9419,268697600,1,0,0.138706,1,23.8136,206.843,206.843,52.9349,206.843,44.0932,4,2.85274,82.0923,0,45.8949,1,206.843,38.5048,0,0,0.116725,7.19875e-06,1.69657e-05,43.4166,36.6783,1,99.3006,50.8689,206.843,206.843,0,0.121458,5.43784e-06,0.143411,6.64265e-08,4.96448e-06,43.4596,46.5959,1,36.6696,0,36.6724,99.1916,98.773,13.6911,98.7563,2,0,-1,-1,0,1,237.749,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-4.51822,7.19123e-06,0,-1,0,0.0129168,35.3507252589295,0.0129395,1,36.6732,1,1079.01107448957,0,-80.6852869704116,6,0.00821269,0.378915,0,206.843,0,6.4,3.0615,77.0575,0,44278.7,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.00996045,0,-7.67856e-07,1,6,0,74,1,6,0,0,0,1,0.139772,0,0,0,0,-13.6911,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115832,1.131e-05,8.4357e-06,41.2626,38.9742,36.6783,36.6783,36.6719,99.7083,99.9531,1118.68,1,50.8689,0,0.116115,0.151019,6.7541e-06,44.7811,42.5195,0.828452,38.8502,36.6732,36.6707,99.1525,0,99.3217,99.9278,1,32.7054,4.57403e-06,0,0.0710373,0,32767,32767,32767,0,0,4,41275,2521.0055921771,3600,1,100,0,0,2,1.16097,2.3261,4.57055e-05,18.4382,0,50,0,-2.52439,-2.5246,0,0,0,0,0,1,45,-8.04683e-06,2.69163e-07,-5.46802e-06,0.999877,77.0232,0,4.75642,0.00314479,3.4187,0,0,0,0,0,206.843,0,206.843,0
30.8323,1.14425,0,99.3127,206.248,0,36.6777,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.186514,1,1,1,0,50.8745,0.2,242.789,0,100,17.2786,206.843,99.9178,0,36.6673,0,16.2,1,1,36.6723,0,0,0,1,1117.7,44.9867,0,16,1,0,0,96.2268,72.0746,42.9419,268697600,1,0,0.138706,1,23.8136,206.843,206.843,52.9349,206.843,44.0932,4,2.85274,82.0945,0,45.8949,1,206.843,38.5048,0,0,0.116725,9.2524e-06,1.98679e-05,43.4166,36.6782,1,99.3006,50.8689,206.843,206.843,0,0.121458,5.6045e-06,0.143411,-2.62631e-06,5.04183e-06,43.4596,46.5959,1,36.6695,0,36.6723,99.1916,98.773,13.6908,98.7563,2,0,-1,-1,0,1,237.752,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-4.51809,4.61325e-06,0,-1,0,0.0129168,35.3507252589295,0.0129586,1,36.6731,1,1079.01385226734,0,-80.6852869704116,6,0.00709968,0.378979,0,206.843,0,6.4,3.0615,77.0576,0,44278.8,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.00996049,0,-2.16057e-06,1,6,0,74,1,6,0,0,0,1,0.139772,0,0,0,0,-13.6908,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115832,1.41325e-05,9.58942e-06,41.2626,38.9742,36.6782,36.6782,36.6718,99.7083,99.9531,1117.7,1,50.8689,0,0.116115,0.151019,7.76357e-06,44.7811,42.5195,0.828269,38.8502,36.6731,36.6706,99.1525,0,99.3217,99.9278,1,32.7054,5.52478e-06,0,0.0710373,0,32767,32767,32767,0,0,4,41275,2521.00281439932,3600,1,100,0,0,2,1.16097,2.3261,3.69759e-05,18.4382,0,50,0,-2.52433,-2.52461,0,0,0,0,0,1,45,1.00973e-05,3.94348e-07,-5.56408e-06,0.999876,77.0232,0,4.75606,0.00314481,3.4187,0,0,0,0,0,206.843,0,206.843,0
30.8323,1.14425,0,99.3127,206.248,0,36.6776,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.186526,1,1,1,0,50.8759,0.2,242.789,0,100,17.2786,206.843,99.9547,0,36.6672,0,16.2,1,1,36.6722,0,0,0,1,1116.72,44.9867,0,16,1,0,0,96.2268,72.0652,42.9419,268697600,1,0,0.138706,1,23.8136,206.843,206.843,52.9349,206.843,44.0932,4,2.85274,82.0966,0,45.8949,1,206.843,38.5048,0,0,0.116725,1.1306e-05,2.277e-05,43.4166,36.6781,1,99.3006,50.8689,206.843,206.843,0,0.121458,5.77116e-06,0.143411,-5.31905e-06,5.11919e-06,43.4596,46.5959,1,36.6694,0,36.6722,99.1916,98.773,13.6905,98.7563,2,0,-1,-1,0,1,237.755,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-4.51797,2.03527e-06,0,-1,0,0.0129168,35.3507252589295,0.0129776,1,36.6729,1,1079.01663004512,0,-80.6852869704116,6,0.00598667,0.379043,0,206.843,0,6.4,3.0615,77.0576,0,44279,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.00996052,0,-3.55329e-06,1,6,0,74,1,6,0,0,0,1,0.139772,0,0,0,0,-13.6905,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115832,1.69551e-05,1.07431e-05,41.2626,38.9742,36.678,36.678,36.6717,99.7083,99.9531,1116.72,1,50.8689,0,0.116115,0.151019,8.77303e-06,44.7811,42.5195,0.828086,38.8502,36.673,36.6705,99.1525,0,99.3217,99.9278,1,32.7054,6.47554e-06,0,0.0710373,0,32767,32767,32767,0,0,4,41276,2521.00003662155,3600,1,100,0,0,2,1.16097,2.3261,2.82463e-05,18.4382,0,50,0,-2.52428,-2.5246,0,0,0,0,0,1,45,2.82415e-05,5.19534e-07,-5.66014e-06,0.999875,77.0232,0,4.7557,0.00314484,3.4187,0,0,0,0,0,206.843,0,206.843,0
30.8323,1.14425,0,99.3127,206.248,0,36.6775,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.186526,1,1,1,0,50.8697,0.2,242.789,0,100,17.2786,206.843,99.9362,0,36.6671,0,16.2,1,1,36.6721,0,0,0,1,1115.75,44.9867,0,16,1,0,0,96.2268,72.065,42.9419,268697600,1,0,0.138706,1,23.8136,206.843,206.843,52.9349,206.843,44.0932,4,2.85274,82.097,0,45.8949,1,206.843,38.5048,0,0,0.116725,8.29144e-06,2.0294e-05,43.4166,36.678,1,99.3006,50.8689,206.843,206.843,0,0.121458,5.30335e-06,0.143411,3.70518e-07,7.6954e-06,43.4596,46.5959,1,36.6693,0,36.6721,99.1916,98.773,13.6903,98.7563,2,0,-1,-1,0,1,237.757,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-4.5179,7.3342e-06,0,-1,0,0.0129168,35.3507252589295,0.0129547,1,36.6728,1,1079.0194078229,0,-80.6852869704116,6,0.00704795,0.379108,0,206.843,0,6.4,3.0615,77.0577,0,44279,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.0099605,0,-4.06085e-06,1,6,0,74,1,6,0,0,0,1,0.139772,0,0,0,0,-13.6903,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115832,1.21189e-05,1.17238e-05,41.2626,38.9742,36.6779,36.6779,36.6716,99.7083,99.9531,1115.75,1,50.8689,0,0.116115,0.151019,1.07078e-05,44.7811,42.5195,0.827907,38.8502,36.6729,36.6704,99.1525,0,99.3217,99.9278,1,32.7054,5.71089e-06,0,0.0710373,0,32767,32767,32767,0,0,4,41276,2520.99725884377,3600,1,100,0,0,2,1.16097,2.3261,3.00009e-05,18.4382,0,50,0,-2.52424,-2.5246,0,0,0,0,0,1,45,2.99921e-05,1.84384e-07,-5.59594e-06,0.999875,77.0232,0,4.75533,0.00314484,3.4187,0,0,0,0,0,206.843,0,206.843,0
30.8323,1.14425,0,99.3127,206.248,0,36.6774,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.186526,1,1,1,0,50.8635,0.2,242.789,0,100,17.2786,206.843,99.9177,0,36.667,0,16.2,1,1,36.672,0,0,0,1,1114.77,44.9867,0,16,1,0,0,96.2268,72.0649,42.9419,268697600,1,0,0.138706,1,23.8136,206.843,206.843,52.9349,206.843,44.0932,4,2.85274,82.0974,0,45.8949,1,206.843,38.5048,0,0,0.116725,5.27683e-06,1.7818e-05,43.4166,36.6779,1,99.3006,50.8689,206.843,206.843,0,0.121458,4.83554e-06,0.143411,6.06009e-06,1.02716e-05,43.4596,46.5959,1,36.6692,0,36.672,99.1916,98.773,13.6901,98.7563,2,0,-1,-1,0,1,237.76,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-4.51782,1.26331e-05,0,-1,0,0.0129168,35.3507252589295,0.0129318,1,36.6727,1,1079.02218560068,0,-80.6852869704116,6,0.00810924,0.379173,0,206.843,0,6.4,3.0615,77.0577,0,44279,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.00996047,0,-4.5684e-06,1,6,0,74,1,6,0,0,0,1,0.139772,0,0,0,0,-13.6901,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115832,7.28278e-06,1.27045e-05,41.2626,38.9742,36.6778,36.6778,36.6715,99.7083,99.9531,1114.77,1,50.8689,0,0.116115,0.151019,1.26425e-05,44.7811,42.5195,0.827727,38.8502,36.6727,36.6703,99.1525,0,99.3217,99.9278,1,32.7054,4.94625e-06,0,0.0710373,0,32767,32767,32767,0,0,4,41276,2520.99448106599,3600,1,100,0,0,2,1.16097,2.3261,3.17555e-05,18.4382,0,50,0,-2.52421,-2.52451,0,0,0,0,0,1,45,3.17427e-05,-1.50765e-07,-5.53174e-06,0.999875,77.0232,0,4.75497,0.00314484,3.4187,0,0,0,0,0,206.843,0,206.843,0
30.8323,1.14425,0,99.3127,206.248,0,36.6772,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.186526,1,1,1,0,50.8573,0.2,242.789,0,100,17.2786,206.843,99.8993,0,36.6669,0,16.2,1,1,36.6719,0,0,0,1,1113.8,44.9867,0,16,1,0,0,96.2268,72.0647,42.9419,268697600,1,0,0.138706,1,23.8136,206.843,206.843,52.9349,206.843,44.0932,4,2.85274,82.0977,0,45.8949,1,206.843,38.5048,0,0,0.116725,2.26222e-06,1.53419e-05,43.4166,36.6778,1,99.3006,50.8689,206.843,206.843,0,0.121458,4.36773e-06,0.143411,1.17497e-05,1.28478e-05,43.4596,46.5959,1,36.6691,0,36.6719,99.1916,98.773,13.6899,98.7563,2,0,-1,-1,0,1,237.763,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-4.51775,1.7932e-05,0,-1,0,0.0129168,35.3507252589295,0.0129089,1,36.6726,1,1079.02496337845,0,-80.6852869704116,6,0.00917052,0.379238,0,206.843,0,6.4,3.0615,77.0578,0,44279,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.00996045,0,-5.07595e-06,1,6,0,74,1,6,0,0,0,1,0.139772,0,0,0,0,-13.6899,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115832,2.44662e-06,1.36851e-05,41.2626,38.9742,36.6777,36.6777,36.6714,99.7083,99.9531,1113.8,1,50.8689,0,0.116115,0.151019,1.45773e-05,44.7811,42.5195,0.827548,38.8502,36.6726,36.6702,99.1525,0,99.3217,99.9278,1,32.7054,4.18161e-06,0,0.0710373,0,32767,32767,32767,0,0,4,41276,2520.99170328821,3600,1,100,0,0,2,1.16097,2.3261,3.35101e-05,18.4382,0,50,0,-2.52418,-2.52437,0,0,0,0,0,1,45,3.34934e-05,-4.85915e-07,-5.46754e-06,0.999874,77.0233,0,4.7546,0.00314485,3.4187,0,0,0,0,0,206.843,0,206.843,0
30.8323,1.14425,0,99.3127,206.248,0,36.6771,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.186526,1,1,1,0,50.851,0.2,242.789,0,100,17.2786,206.843,99.8808,0,36.6667,0,16.2,1,1,36.6718,0,0,0,1,1112.82,44.9867,0,16,1,0,0,96.2268,72.0646,42.9419,268697600,1,0,0.138706,1,23.8136,206.843,206.843,52.9349,206.843,44.0932,4,2.85274,82.0981,0,45.8949,1,206.843,38.5048,0,0,0.116726,-7.52384e-07,1.28659e-05,43.4166,36.6777,1,99.3006,50.8689,206.843,206.843,0,0.121458,3.89992e-06,0.143411,1.74392e-05,1.5424e-05,43.4596,46.5959,1,36.6689,0,36.6718,99.1916,98.773,13.6898,98.7563,2,0,-1,-1,0,1,237.766,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-4.51768,2.3231e-05,0,-1,0,0.0129169,35.3507252589295,0.012886,1,36.6725,1,1079.02774115623,0,-80.6852869704116,6,0.0102318,0.379303,0,206.843,0,6.4,3.0615,77.0579,0,44279,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.00996043,0,-5.5835e-06,1,6,0,74,1,6,0,0,0,1,0.139772,0,0,0,0,-13.6898,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115832,-2.38954e-06,1.46658e-05,41.2626,38.9742,36.6776,36.6776,36.6713,99.7083,99.9531,1112.82,1,50.8689,0,0.116115,0.15102,1.6512e-05,44.7811,42.5195,0.827368,38.8502,36.6725,36.6701,99.1525,0,99.3217,99.9278,1,32.7054,3.41696e-06,0,0.0710373,0,32767,32767,32767,0,0,4,41276,2520.98892551043,3600,1,100,0,0,2,1.16097,2.3261,3.52647e-05,18.4382,0,50,0,-2.52414,-2.52426,0,0,0,0,0,1,45,3.5244e-05,-8.21064e-07,-5.40334e-06,0.999874,77.0233,0,4.75423,0.00314485,3.4187,0,0,0,0,0,206.843,0,206.843,0
30.8323,1.14425,0,99.3127,206.248,0,36.677,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.186526,1,1,1,0,50.8448,0.2,242.789,0,100,17.2786,206.843,99.8623,0,36.6666,0,16.2,1,1,36.6716,0,0,0,1,1111.84,44.9867,0,16,1,0,0,96.2268,72.0644,42.9419,268697600,1,0,0.138706,1,23.8136,206.843,206.843,52.9349,206.843,44.0932,4,2.85274,82.0985,0,45.8949,1,206.843,38.5048,0,0,0.116726,-3.76699e-06,1.03899e-05,43.4166,36.6775,1,99.3006,50.8689,206.843,206.843,0,0.121458,3.43211e-06,0.143411,2.31288e-05,1.80003e-05,43.4596,46.5959,1,36.6688,0,36.6716,99.1916,98.773,13.6896,98.7563,2,0,-1,-1,0,1,237.769,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-4.51761,2.85299e-05,0,-1,0,0.0129169,35.3507252589295,0.0128631,1,36.6724,1,1079.03051893401,0,-80.6852869704116,6,0.0112931,0.379368,0,206.843,0,6.4,3.0615,77.0579,0,44279,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.00996041,0,-6.09106e-06,1,6,0,74,1,6,0,0,0,1,0.139772,0,0,0,0,-13.6896,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115832,-7.2257e-06,1.56465e-05,41.2626,38.9742,36.6775,36.6775,36.6712,99.7083,99.9531,1111.84,1,50.8689,0,0.116115,0.15102,1.84467e-05,44.7811,42.5195,0.827189,38.8502,36.6724,36.67,99.1525,0,99.3217,99.9278,1,32.7054,2.65232e-06,0,0.0710373,0,32767,32767,32767,0,0,4,41276,2520.98614773266,3600,1,100,0,0,2,1.16097,2.3261,3.70193e-05,18.4382,0,50,0,-2.52411,-2.52428,0,0,0,0,0,1,45,3.69946e-05,-1.15621e-06,-5.33914e-06,0.999874,77.0233,0,4.75387,0.00314486,3.4187,0,0,0,0,0,206.843,0,206.843,0
30.8323,1.14425,0,99.3127,206.248,0,36.6769,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.186526,1,1,1,0,50.8386,0.2,242.789,0,100,17.2786,206.843,99.8438,0,36.6665,0,16.2,1,1,36.6715,0,0,0,1,1110.87,44.9867,0,16,1,0,0,96.2268,72.0643,42.9419,268697600,1,0,0.138706,1,23.8136,206.843,206.843,52.9349,206.843,44.0932,4,2.85274,82.0989,0,45.8949,1,206.843,38.5048,0,0,0.116726,-6.7816e-06,7.91382e-06,43.4166,36.6774,1,99.3006,50.8689,206.843,206.843,0,0.121458,2.9643e-06,0.143411,2.88184e-05,2.05765e-05,43.4596,46.5959,1,36.6687,0,36.6715,99.1916,98.773,13.6894,98.7563,2,0,-1,-1,0,1,237.771,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-4.51754,3.38288e-05,0,-1,0,0.0129169,35.3507252589295,0.0128402,1,36.6723,1,1079.03329671179,0,-80.6852869704116,6,0.0123544,0.379433,0,206.843,0,6.4,3.0615,77.058,0,44279,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.00996038,0,-6.59861e-06,1,6,0,74,1,6,0,0,0,1,0.139772,0,0,0,0,-13.6894,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115832,-1.20619e-05,1.66271e-05,41.2626,38.9742,36.6774,36.6774,36.6711,99.7083,99.9531,1110.87,1,50.8689,0,0.116115,0.15102,2.03815e-05,44.7811,42.5195,0.827009,38.8502,36.6723,36.6699,99.1525,0,99.3217,99.9278,1,32.7054,1.88767e-06,0,0.0710373,0,32767,32767,32767,0,0,4,41277,2520.98336995488,3600,1,100,0,0,2,1.16097,2.3261,3.8774e-05,18.4382,0,50,0,-2.52407,-2.52417,0,0,0,0,0,1,45,3.87453e-05,-1.49136e-06,-5.27494e-06,0.999874,77.0233,0,4.7535,0.00314486,3.4187,0,0,0,0,0,206.843,0,206.843,0
30.8323,1.14425,0,99.3127,206.248,0,36.6768,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.186526,1,1,1,0,50.8442,0.2,242.789,0,100,17.2786,206.843,99.8254,0,36.6664,0,16.2166,1,1,36.6714,0,0,0,1,1109.9,44.9867,0,16,1,0,0,96.2268,72.0624,42.9419,268697600,1,0,0.138706,1,23.8136,206.843,206.843,52.9349,206.843,44.0932,4,2.85274,82.1082,0,45.8949,1,206.843,38.5048,0,0,0.116726,-2.65184e-06,1.04732e-05,43.4166,36.6773,1,99.3006,50.8689,206.843,206.843,0,0.121458,1.8246e-06,0.143411,2.30442e-05,2.0087e-05,43.4596,46.5959,1,36.6686,0,36.6714,99.1916,98.773,13.689,98.7563,2,0,-1,-1,0,1,237.774,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-4.5174,2.86004e-05,0,-1,0,0.0129169,35.3507252589295,0.0128565,1,36.6722,1,1079.03607448957,0,-80.6852869704116,6,0.0118996,0.379499,0,206.843,0,6.4,3.0615,77.0581,0,44279,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.0099604,0,-3.63656e-06,1,6,0,74,1,6,0,0,0,1,0.139772,0,0,0,0,-13.689,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115832,-7.40727e-06,1.71193e-05,41.2626,38.9742,36.6773,36.6773,36.671,99.7083,99.9531,1109.9,1,50.8689,0,0.116115,0.15102,2.09006e-05,44.7811,42.5195,0.826835,38.8502,36.6722,36.6698,99.1525,0,99.3217,99.9278,1,32.7054,7.76216e-07,0,0.0710373,0,32767,32767,32767,0,0,4,41277,2520.9805921771,3600,1,100,0,0,2,1.16097,2.3261,4.75171e-05,18.4382,0,50,0,-2.524,-2.52402,0,0,0,0,0,1,45,1.70825e-05,-1.34076e-06,-5.08889e-06,0.999872,77.0233,0,4.75314,0.00314486,3.4187,0,0,0,0,0,206.843,0,206.843,0
